,Result
9506,0
20415,1
5704,0
8317,0
10160,0
19685,1
19136,1
17104,1
15614,1
11653,0
9793,0
17823,1
6626,0
24359,1
5565,0
13606,0
21234,1
18925,1
27011,1
16162,1
7260,0
7290,0
5215,0
12930,0
26650,1
8904,0
15083,1
13156,0
8400,0
20196,1
5725,0
13357,0
22742,1
5761,0
25621,1
7700,0
2701,0
14791,1
23917,1
22467,1
20787,1
12305,0
22449,1
19266,1
8219,0
2791,0
14526,0
19232,1
12525,0
3181,0
27217,1
27665,1
10843,0
12888,0
17640,1
20998,1
28386,1
16110,1
2357,0
19455,1
22942,1
6248,0
911,0
13958,0
20564,1
20568,1
12136,0
27676,1
5060,0
17161,1
28197,1
2772,0
15368,1
16314,1
6962,0
6867,0
26004,1
13530,0
14204,0
26726,1
21529,1
3541,0
27049,1
14273,0
4610,0
2259,0
29231,1
4758,0
9203,0
10149,0
21333,1
28069,1
16093,1
104,0
25967,1
21544,1
28970,1
1683,0
21241,1
26779,1
27940,1
6043,0
486,0
25913,1
26849,1
12729,0
27838,1
19263,1
15625,1
11586,0
21207,1
23687,1
5144,0
21874,1
3491,0
10807,0
15848,1
28640,1
22448,1
4150,0
8859,0
22376,1
12581,0
27948,1
6737,0
25599,1
28807,1
8792,0
12378,0
27420,1
17555,1
25829,1
11018,0
27034,1
4857,0
27155,1
976,0
19627,1
2484,0
25010,1
13253,0
5495,0
13803,0
15721,1
22345,1
4136,0
21373,1
18263,1
14600,0
5965,0
22618,1
22864,1
10436,0
9513,0
26398,1
12593,0
7518,0
6778,0
22117,1
23318,1
2904,0
3064,0
13414,0
20268,1
7493,0
23388,1
12707,0
9705,0
27408,1
2380,0
24823,1
11443,0
13601,0
5246,0
14854,1
14286,0
10470,0
23263,1
23450,1
4313,0
17221,1
11489,0
8170,0
7295,0
2933,0
14501,0
3061,0
5266,0
27593,1
6480,0
24414,1
22604,1
28058,1
9944,0
16263,1
25160,1
13251,0
7851,0
16358,1
2890,0
16130,1
11693,0
8381,0
27632,1
19041,1
17475,1
16185,1
19692,1
8469,0
12701,0
26518,1
24355,1
14179,0
25488,1
11789,0
17680,1
1129,0
9471,0
817,0
14152,0
14149,0
19819,1
23279,1
9778,0
13949,0
18465,1
4053,0
2288,0
23473,1
22112,1
20963,1
28959,1
18067,1
7839,0
5173,0
29066,1
20160,1
9422,0
27177,1
585,0
5968,0
13703,0
12358,0
14528,0
19457,1
7583,0
28855,1
2617,0
4686,0
4428,0
23703,1
5212,0
27854,1
14945,1
22025,1
19964,1
12502,0
376,0
2397,0
7436,0
4880,0
8721,0
27959,1
4024,0
27995,1
20999,1
27809,1
3890,0
6010,0
17190,1
12781,0
748,0
872,0
23593,1
2497,0
27154,1
26345,1
1855,0
2410,0
917,0
26254,1
27199,1
11812,0
14309,0
25937,1
26233,1
8066,0
18092,1
23372,1
1338,0
22389,1
13526,0
21561,1
5984,0
12965,0
12539,0
8232,0
6071,0
10455,0
7754,0
4191,0
11153,0
23133,1
20310,1
19533,1
12851,0
3485,0
16585,1
13492,0
7836,0
552,0
19684,1
15147,1
10271,0
27663,1
26036,1
10802,0
21970,1
9490,0
10821,0
18690,1
6371,0
8399,0
25057,1
11588,0
5388,0
5286,0
11353,0
4853,0
25203,1
11687,0
18007,1
22697,1
26494,1
8887,0
19732,1
7133,0
21921,1
28209,1
7013,0
5489,0
18829,1
16002,1
1176,0
20879,1
13133,0
17391,1
27127,1
12099,0
7662,0
20654,1
8817,0
27849,1
14699,1
19877,1
9952,0
59,0
27724,1
13812,0
13687,0
12638,0
6805,0
2535,0
21725,1
12148,0
9880,0
11883,0
10885,0
8331,0
1031,0
23739,1
5828,0
27752,1
1548,0
14142,0
28840,1
12944,0
14255,0
15645,1
2429,0
15739,1
25243,1
26706,1
28328,1
7369,0
17724,1
21240,1
15396,1
18080,1
4048,0
3627,0
2661,0
22490,1
1619,0
25123,1
5624,0
5125,0
26239,1
14306,0
22355,1
25462,1
21683,1
5279,0
4964,0
24499,1
15578,1
24918,1
5032,0
13344,0
4678,0
4629,0
24338,1
20918,1
12113,0
24314,1
15427,1
19911,1
5087,0
1126,0
11581,0
28127,1
2005,0
7284,0
20513,1
439,0
7094,0
25023,1
28725,1
21917,1
8492,0
6333,0
24182,1
7257,0
5268,0
24696,1
19248,1
19034,1
24105,1
21960,1
1701,0
21514,1
26504,1
16892,1
17334,1
16964,1
8784,0
5850,0
26815,1
28222,1
13215,0
2693,0
11066,0
15317,1
27646,1
24506,1
20830,1
27068,1
28580,1
16386,1
8924,0
26813,1
25679,1
27393,1
7706,0
20227,1
21634,1
7722,0
16230,1
21585,1
23003,1
3367,0
27705,1
21354,1
9416,0
14378,0
1611,0
26631,1
29286,1
18205,1
26291,1
27828,1
26001,1
21940,1
5166,0
16564,1
1439,0
24470,1
19370,1
13239,0
26503,1
15177,1
10973,0
6547,0
18792,1
20517,1
6431,0
20174,1
1259,0
17944,1
9745,0
23357,1
23277,1
10335,0
23342,1
25888,1
8137,0
7479,0
12867,0
18964,1
16567,1
25286,1
21991,1
394,0
11470,0
17871,1
15777,1
25414,1
23270,1
14243,0
24886,1
22845,1
3655,0
6099,0
2744,0
40,0
8563,0
6296,0
20709,1
28403,1
3699,0
27359,1
27860,1
22387,1
19384,1
11537,0
19,0
12531,0
5935,0
27209,1
19061,1
20400,1
23070,1
454,0
14446,0
23823,1
24019,1
1546,0
6223,0
16132,1
26539,1
6165,0
27103,1
18644,1
28608,1
25635,1
21987,1
21132,1
19076,1
26873,1
4643,0
7489,0
19468,1
3008,0
28384,1
13068,0
9254,0
22108,1
5466,0
28960,1
962,0
14052,0
25767,1
20265,1
21418,1
20063,1
20629,1
2126,0
18177,1
24698,1
5742,0
20935,1
19850,1
6753,0
3285,0
8136,0
12470,0
813,0
23223,1
19156,1
26985,1
24845,1
25147,1
19247,1
13020,0
15768,1
28914,1
22466,1
20678,1
9932,0
19594,1
20820,1
11721,0
1800,0
6561,0
10805,0
22446,1
21134,1
25472,1
2882,0
9543,0
7395,0
14057,0
18491,1
9909,0
18065,1
8244,0
22775,1
7542,0
2760,0
7589,0
2114,0
8883,0
7449,0
14566,0
4831,0
5889,0
20466,1
22870,1
28335,1
5140,0
17748,1
87,0
20717,1
15273,1
13364,0
11444,0
27592,1
14692,1
29117,1
28574,1
5986,0
6484,0
12431,0
11121,0
17774,1
15501,1
27384,1
16062,1
23735,1
10421,0
3815,0
10596,0
898,0
15661,1
8917,0
1952,0
22434,1
18509,1
1556,0
5603,0
22961,1
15655,1
24560,1
16091,1
19690,1
20101,1
25433,1
5511,0
15927,1
21824,1
15172,1
15053,1
20397,1
19490,1
21904,1
6319,0
18215,1
8445,0
24252,1
16066,1
8714,0
17988,1
14323,0
6503,0
25380,1
27573,1
9565,0
22734,1
9122,0
18715,1
25279,1
7626,0
13979,0
2714,0
10936,0
16421,1
20070,1
17050,1
9380,0
194,0
8833,0
16737,1
27124,1
7926,0
14283,0
9901,0
12625,0
10692,0
11211,0
16334,1
9999,0
23502,1
23926,1
6108,0
4953,0
2594,0
13395,0
21799,1
24805,1
3332,0
17726,1
13428,0
13240,0
4384,0
27810,1
20929,1
19655,1
15635,1
1642,0
22571,1
7826,0
10439,0
12327,0
29232,1
7571,0
25780,1
10512,0
20824,1
25002,1
22649,1
9242,0
12045,0
3658,0
21169,1
682,0
24026,1
20715,1
8831,0
27440,1
4002,0
24638,1
720,0
11557,0
19616,1
16206,1
9979,0
11982,0
21856,1
9448,0
704,0
13281,0
27057,1
21698,1
18859,1
1068,0
10216,0
29152,1
7617,0
15750,1
18729,1
15702,1
1953,0
17811,1
15051,1
5914,0
23574,1
10989,0
7580,0
2709,0
9862,0
12660,0
17317,1
7964,0
27235,1
10452,0
18603,1
12773,0
29203,1
28276,1
10204,0
3407,0
14478,0
22778,1
1597,0
18573,1
5142,0
18597,1
1115,0
109,0
10803,0
19540,1
27174,1
28316,1
25792,1
4321,0
17984,1
9098,0
21846,1
19691,1
12015,0
18274,1
6883,0
17958,1
13168,0
8023,0
27221,1
25181,1
15192,1
6442,0
11333,0
27345,1
15432,1
19284,1
23601,1
2110,0
133,0
26666,1
23499,1
19546,1
5628,0
8773,0
5338,0
26364,1
24980,1
1039,0
7941,0
675,0
25296,1
17398,1
9312,0
17632,1
28613,1
11310,0
12069,0
9038,0
7264,0
15371,1
4622,0
15369,1
7748,0
9197,0
29059,1
12800,0
25033,1
23036,1
13797,0
14561,0
2960,0
12438,0
14818,1
19508,1
9688,0
220,0
880,0
12440,0
15282,1
22565,1
23619,1
26896,1
6977,0
4906,0
5659,0
25144,1
2058,0
4467,0
14804,1
6617,0
8858,0
695,0
18506,1
8986,0
23631,1
26080,1
5653,0
320,0
25475,1
7146,0
26095,1
9438,0
17516,1
15232,1
28527,1
7861,0
8985,0
26131,1
15958,1
6025,0
22319,1
18675,1
12132,0
65,0
9501,0
25969,1
16449,1
9964,0
5045,0
20733,1
20440,1
25121,1
14862,1
15890,1
19988,1
2862,0
5642,0
1843,0
16777,1
2113,0
27681,1
1878,0
11722,0
1999,0
6144,0
6546,0
3981,0
16781,1
28227,1
17712,1
2600,0
5163,0
169,0
12165,0
24993,1
14274,0
26342,1
8811,0
3933,0
9949,0
16120,1
11877,0
475,0
23544,1
13569,0
28265,1
5475,0
17318,1
9894,0
24045,1
22766,1
13036,0
13607,0
28205,1
28267,1
9014,0
12784,0
18356,1
280,0
16901,1
11799,0
11566,0
13712,0
20125,1
17862,1
17530,1
8489,0
5557,0
756,0
271,0
3646,0
6321,0
11136,0
12160,0
23316,1
22986,1
21389,1
13544,0
2389,0
9552,0
14024,0
8905,0
421,0
18476,1
23073,1
3545,0
27659,1
25773,1
2853,0
19661,1
6418,0
19870,1
18721,1
22110,1
24921,1
27347,1
5809,0
26444,1
19079,1
24852,1
12359,0
15100,1
13835,0
21155,1
24234,1
930,0
316,0
26051,1
12280,0
16825,1
29122,1
18050,1
22745,1
11196,0
13635,0
27301,1
22671,1
2039,0
28903,1
9465,0
18693,1
9563,0
27557,1
25584,1
3182,0
19218,1
4692,0
26383,1
23819,1
18848,1
3245,0
10150,0
26335,1
624,0
10861,0
11309,0
13963,0
5560,0
13724,0
24072,1
23152,1
6190,0
16203,1
8415,0
29201,1
24941,1
9260,0
15498,1
26092,1
18706,1
4097,0
27106,1
22802,1
26806,1
1514,0
18618,1
12352,0
27872,1
143,0
210,0
4613,0
14850,1
3465,0
838,0
27607,1
1825,0
8377,0
22032,1
16951,1
17930,1
16726,1
12492,0
28338,1
8668,0
5432,0
5257,0
15658,1
4674,0
20834,1
4387,0
12106,0
27056,1
19125,1
15887,1
17114,1
5690,0
22158,1
17969,1
18222,1
29161,1
24783,1
16229,1
9027,0
2119,0
21089,1
8860,0
7058,0
19889,1
17205,1
20946,1
20128,1
23387,1
28530,1
10576,0
17021,1
13670,0
24167,1
24011,1
29187,1
23860,1
15236,1
23563,1
6454,0
15999,1
2986,0
2584,0
7424,0
21266,1
24771,1
25887,1
10064,0
13809,0
14519,0
7196,0
15513,1
12410,0
25623,1
16084,1
28208,1
24684,1
8830,0
1279,0
3,0
27134,1
3052,0
27536,1
20203,1
14518,0
24652,1
2021,0
6152,0
29215,1
14690,1
25132,1
12641,0
21817,1
21137,1
6494,0
12337,0
18193,1
5488,0
25381,1
18803,1
15075,1
19064,1
20651,1
17629,1
1103,0
10651,0
15806,1
13114,0
2057,0
6046,0
22220,1
26711,1
21499,1
9859,0
29246,1
14990,1
24570,1
5668,0
14461,0
17446,1
25833,1
27447,1
15599,1
23246,1
11484,0
4784,0
19449,1
24350,1
8105,0
14061,0
4802,0
21351,1
7474,0
12590,0
560,0
17985,1
5112,0
13573,0
7448,0
1637,0
28347,1
4494,0
14793,1
12227,0
29137,1
9028,0
15594,1
9140,0
9644,0
26027,1
22332,1
27554,1
5344,0
24939,1
13287,0
10585,0
14668,1
21451,1
28590,1
7761,0
19602,1
15133,1
28256,1
3689,0
19681,1
25779,1
24732,1
5040,0
2409,0
23459,1
26600,1
28865,1
21971,1
15470,1
2616,0
6563,0
1849,0
20221,1
26758,1
18569,1
20461,1
24007,1
24899,1
3921,0
22699,1
4539,0
6322,0
17040,1
21496,1
28059,1
22385,1
8998,0
18404,1
26078,1
7733,0
20497,1
4832,0
20502,1
1088,0
2247,0
27162,1
20599,1
2239,0
3757,0
19169,1
27524,1
942,0
22044,1
9861,0
13685,0
3638,0
8059,0
14177,0
22635,1
15132,1
17213,1
7657,0
25609,1
24459,1
9062,0
27545,1
24186,1
20157,1
23560,1
15379,1
12603,0
8597,0
13440,0
27220,1
14512,0
21627,1
26825,1
6739,0
8846,0
10641,0
12922,0
16114,1
14008,0
28076,1
20464,1
19429,1
4228,0
12335,0
22660,1
14414,0
20909,1
16796,1
10303,0
12940,0
14557,0
7227,0
2402,0
25602,1
15903,1
22637,1
12426,0
21936,1
15801,1
29003,1
6933,0
10519,0
5826,0
535,0
2669,0
456,0
8734,0
160,0
10067,0
12082,0
25971,1
26389,1
15007,1
16915,1
26707,1
26607,1
14068,0
13765,0
2024,0
24644,1
10500,0
20894,1
14108,0
3188,0
2369,0
4121,0
18674,1
22046,1
7198,0
4216,0
18625,1
19242,1
3326,0
29230,1
17654,1
20936,1
21830,1
16239,1
15689,1
14705,1
3996,0
15030,1
8433,0
16597,1
16911,1
18752,1
16316,1
21990,1
25573,1
11863,0
4604,0
19640,1
1247,0
8938,0
22481,1
2216,0
6022,0
5227,0
21072,1
8223,0
16200,1
24626,1
20122,1
1168,0
25808,1
11960,0
3852,0
12734,0
12724,0
13478,0
3031,0
24374,1
5321,0
26714,1
22668,1
23066,1
17460,1
8975,0
5073,0
27787,1
18851,1
7804,0
20398,1
22726,1
24393,1
16171,1
19852,1
3112,0
15383,1
7724,0
16642,1
19195,1
174,0
13379,0
9850,0
102,0
3417,0
12030,0
15124,1
24365,1
23617,1
8361,0
6502,0
18725,1
21275,1
26929,1
12513,0
22306,1
19131,1
27309,1
10450,0
4276,0
6328,0
13875,0
9258,0
16865,1
20924,1
263,0
17864,1
4144,0
16787,1
8310,0
15795,1
6643,0
7731,0
8874,0
19405,1
24081,1
13169,0
5658,0
7153,0
29165,1
18408,1
17380,1
17863,1
3324,0
16909,1
12793,0
28967,1
22811,1
19518,1
5922,0
19391,1
11392,0
11348,0
7648,0
3199,0
4106,0
14904,1
28244,1
2832,0
16823,1
16973,1
20151,1
4028,0
8243,0
6659,0
9277,0
9707,0
25356,1
14117,0
23534,1
18116,1
19084,1
10891,0
19955,1
11391,0
20535,1
5223,0
22095,1
17282,1
5811,0
8783,0
16350,1
22399,1
23220,1
8892,0
23670,1
21912,1
7555,0
27650,1
16640,1
10675,0
4667,0
13910,0
25173,1
25511,1
14181,0
6073,0
18608,1
19210,1
3801,0
10537,0
6369,0
14813,1
27119,1
29038,1
11559,0
13960,0
22805,1
7258,0
8808,0
8731,0
5834,0
27977,1
24915,1
27331,1
12591,0
4058,0
8436,0
21968,1
1063,0
24406,1
22688,1
1196,0
25997,1
24602,1
2209,0
29280,1
26559,1
1278,0
23838,1
13761,0
177,0
8834,0
6681,0
16492,1
544,0
29297,1
7940,0
20167,1
4431,0
4422,0
27063,1
18261,1
24865,1
14796,1
3319,0
14101,0
10666,0
9758,0
9311,0
29269,1
7925,0
16543,1
7314,0
10008,0
23244,1
10144,0
4931,0
19138,1
12548,0
15591,1
28746,1
17328,1
22760,1
14708,1
7624,0
24821,1
1237,0
28133,1
26674,1
17757,1
27731,1
5315,0
12825,0
22768,1
25710,1
821,0
21128,1
409,0
14183,0
11795,0
13852,0
649,0
9849,0
16732,1
6593,0
9769,0
8176,0
28341,1
20067,1
24646,1
15455,1
14211,0
16570,1
8813,0
21475,1
12118,0
3265,0
1323,0
9598,0
20638,1
24360,1
29155,1
15705,1
16222,1
16924,1
20033,1
25336,1
18864,1
15820,1
22445,1
25673,1
12988,0
20202,1
16927,1
10781,0
28628,1
19746,1
28481,1
25538,1
13446,0
19736,1
10588,0
5132,0
26553,1
18932,1
2084,0
15690,1
1393,0
18590,1
28551,1
20444,1
27915,1
27789,1
13455,0
1523,0
1647,0
8638,0
2868,0
24016,1
11512,0
7672,0
22326,1
11374,0
22416,1
25795,1
2889,0
29320,1
27268,1
22230,1
15735,1
12278,0
16895,1
26015,1
26537,1
8997,0
11057,0
11240,0
24710,1
11114,0
17977,1
23547,1
24457,1
24398,1
21740,1
28944,1
12086,0
17137,1
7469,0
7265,0
11642,0
26890,1
29272,1
21100,1
18250,1
12065,0
724,0
20001,1
1327,0
9718,0
12721,0
13900,0
15732,1
18367,1
25528,1
15104,1
1690,0
7507,0
205,0
8556,0
1091,0
15476,1
234,0
27327,1
6890,0
16310,1
17948,1
21869,1
20479,1
20978,1
3033,0
12873,0
26081,1
20656,1
13257,0
7636,0
23537,1
12382,0
25248,1
22913,1
4992,0
2995,0
26700,1
9324,0
5564,0
13496,0
22266,1
29287,1
24878,1
11948,0
6028,0
28627,1
904,0
3570,0
2676,0
29197,1
8810,0
5463,0
24702,1
11088,0
27814,1
11647,0
15330,1
2194,0
24473,1
7046,0
17225,1
1848,0
16728,1
2245,0
11811,0
5972,0
7855,0
19264,1
16607,1
11910,0
5971,0
15827,1
11980,0
12574,0
12474,0
18791,1
22799,1
11634,0
29034,1
2885,0
12819,0
14362,0
13194,0
22984,1
6106,0
1376,0
13858,0
11947,0
19488,1
8660,0
18316,1
847,0
3597,0
18424,1
10249,0
24062,1
21066,1
12886,0
9301,0
17068,1
8692,0
18497,1
10140,0
23719,1
23680,1
2400,0
21802,1
27423,1
27552,1
17623,1
18110,1
23432,1
15019,1
20426,1
8113,0
10310,0
18242,1
16086,1
27668,1
3424,0
20282,1
14435,0
899,0
19440,1
4823,0
14820,1
22186,1
20957,1
11113,0
20442,1
16025,1
28999,1
11458,0
13191,0
20055,1
21203,1
10991,0
25806,1
8460,0
14891,1
11704,0
13199,0
24074,1
28510,1
18874,1
6277,0
355,0
25862,1
17359,1
4792,0
2723,0
9455,0
3069,0
16366,1
27982,1
15644,1
25361,1
23779,1
5667,0
24985,1
24507,1
14591,0
3718,0
4466,0
8475,0
23165,1
12679,0
11070,0
23675,1
22014,1
27722,1
20560,1
17355,1
21739,1
17480,1
27497,1
7778,0
15215,1
618,0
16431,1
7702,0
16817,1
26075,1
5135,0
15171,1
19411,1
548,0
24595,1
18141,1
4780,0
17990,1
4755,0
22267,1
4527,0
641,0
20141,1
26960,1
15457,1
10128,0
26146,1
25154,1
4249,0
19415,1
16754,1
12057,0
9711,0
26441,1
21826,1
16561,1
15117,1
28200,1
15224,1
23655,1
8869,0
2464,0
17794,1
26007,1
15500,1
15588,1
17901,1
1100,0
12021,0
21569,1
7603,0
24380,1
20365,1
24995,1
6507,0
23369,1
14185,0
9761,0
6104,0
9063,0
13881,0
27179,1
24206,1
26401,1
28733,1
15794,1
23635,1
27275,1
3871,0
7442,0
25569,1
8462,0
2187,0
10440,0
11841,0
1636,0
843,0
21243,1
6654,0
23957,1
6401,0
24276,1
12229,0
26634,1
27587,1
28567,1
20724,1
25816,1
6280,0
6307,0
23523,1
9891,0
1139,0
12169,0
2804,0
20677,1
19020,1
5260,0
7619,0
11732,0
5139,0
22846,1
8147,0
5342,0
1541,0
27041,1
23657,1
21525,1
23761,1
10221,0
6897,0
24050,1
20273,1
18310,1
1718,0
11216,0
15310,1
8024,0
17701,1
21352,1
18269,1
20594,1
6463,0
19939,1
15157,1
23419,1
8194,0
15700,1
25927,1
20763,1
19781,1
15394,1
12690,0
18687,1
25515,1
1833,0
21738,1
5521,0
17491,1
19413,1
27358,1
17471,1
5013,0
10219,0
18109,1
50,0
24756,1
16300,1
26505,1
14606,0
20734,1
8312,0
24826,1
20071,1
5639,0
9364,0
14626,0
13972,0
22827,1
22311,1
97,0
24527,1
8463,0
14190,0
16479,1
9771,0
23035,1
19423,1
1607,0
2530,0
12463,0
19135,1
26748,1
10265,0
6776,0
23429,1
11144,0
21431,1
20711,1
16838,1
17009,1
12598,0
15468,1
13895,0
7310,0
3222,0
6904,0
13610,0
16067,1
13274,0
1187,0
13590,0
23436,1
17591,1
1657,0
13593,0
7563,0
21095,1
19279,1
2123,0
5020,0
8296,0
19603,1
17953,1
12936,0
737,0
14144,0
8644,0
25872,1
20692,1
24420,1
8412,0
18059,1
3029,0
13151,0
17606,1
2184,0
23067,1
24091,1
4434,0
408,0
11968,0
20048,1
27811,1
29275,1
11977,0
1167,0
21426,1
22092,1
11343,0
3121,0
27120,1
15612,1
4636,0
15477,1
2332,0
20364,1
28445,1
6625,0
7501,0
13843,0
23456,1
26673,1
5183,0
21781,1
980,0
21282,1
15486,1
26042,1
13130,0
16836,1
3130,0
9717,0
12456,0
4615,0
20068,1
18393,1
8698,0
14229,0
572,0
23746,1
11591,0
24726,1
2264,0
1774,0
13819,0
14321,0
11256,0
21487,1
19112,1
11617,0
25843,1
11251,0
9960,0
27160,1
1517,0
2131,0
14280,0
8600,0
13177,0
26727,1
22988,1
7451,0
775,0
24869,1
9458,0
24906,1
11053,0
13108,0
27102,1
20478,1
2364,0
26885,1
9920,0
22136,1
23025,1
25310,1
14874,1
23431,1
5979,0
18461,1
10652,0
2762,0
10849,0
1861,0
24465,1
5586,0
10262,0
23183,1
18883,1
21615,1
28026,1
12360,0
8282,0
24875,1
3551,0
19127,1
14707,1
19739,1
12307,0
13352,0
5198,0
3131,0
20088,1
7860,0
8697,0
8308,0
26764,1
16486,1
9076,0
28904,1
7841,0
21035,1
18282,1
23335,1
9340,0
20394,1
2717,0
14652,1
3192,0
1137,0
6616,0
7023,0
20477,1
18290,1
20867,1
2738,0
13398,0
5039,0
16935,1
28123,1
13906,0
11480,0
22052,1
7730,0
1580,0
12760,0
1715,0
20142,1
22109,1
5578,0
225,0
14694,1
19825,1
742,0
7095,0
15688,1
11257,0
5459,0
12095,0
14815,1
29114,1
12285,0
8364,0
16562,1
21270,1
21633,1
28705,1
24951,1
7682,0
25614,1
10444,0
21399,1
2830,0
22934,1
19067,1
22718,1
17809,1
7756,0
5724,0
23690,1
19026,1
7739,0
16866,1
22169,1
1985,0
2377,0
8745,0
28579,1
16077,1
7867,0
20868,1
10621,0
2500,0
22297,1
1490,0
17545,1
21996,1
7927,0
20604,1
25415,1
23784,1
23891,1
11995,0
849,0
26978,1
6279,0
22636,1
7938,0
19504,1
24098,1
3841,0
6386,0
11708,0
25183,1
23142,1
18615,1
19663,1
12202,0
12771,0
20395,1
17870,1
29146,1
21755,1
138,0
11405,0
17416,1
28073,1
14401,0
22063,1
11776,0
361,0
15672,1
2315,0
28257,1
20324,1
8455,0
26243,1
314,0
3729,0
14453,0
13018,0
26690,1
18472,1
26014,1
14999,1
23199,1
12635,0
11886,0
15822,1
7805,0
9382,0
4826,0
23442,1
7815,0
25922,1
4202,0
26152,1
4706,0
23978,1
9914,0
12943,0
26387,1
2864,0
17360,1
19537,1
25509,1
21037,1
18008,1
11452,0
22359,1
14573,0
21176,1
19498,1
25885,1
13148,0
23402,1
14641,1
8285,0
18362,1
2236,0
15539,1
7974,0
7496,0
4995,0
27674,1
23592,1
5150,0
10830,0
11763,0
28489,1
25098,1
19539,1
18414,1
5002,0
23427,1
10342,0
18978,1
2179,0
19648,1
47,0
16355,1
26749,1
20498,1
13859,0
1215,0
11780,0
27895,1
3840,0
16154,1
2918,0
8510,0
5451,0
22622,1
26344,1
12999,0
22861,1
20810,1
2545,0
13417,0
6670,0
15265,1
2135,0
14583,0
24138,1
5923,0
9415,0
26496,1
20431,1
18839,1
2285,0
19014,1
2368,0
17007,1
9331,0
12259,0
21621,1
6392,0
7357,0
24703,1
7425,0
9701,0
6612,0
23527,1
6665,0
28044,1
23716,1
20757,1
24219,1
2527,0
26208,1
25265,1
11316,0
28920,1
10169,0
28630,1
28554,1
25283,1
25307,1
25155,1
6374,0
6885,0
24855,1
24592,1
27302,1
7570,0
5205,0
11728,0
21662,1
24549,1
7427,0
17766,1
14875,1
20746,1
23186,1
13841,0
11222,0
29265,1
23237,1
9856,0
22707,1
20739,1
7041,0
8038,0
17233,1
23441,1
11082,0
5038,0
5221,0
15445,1
22608,1
10793,0
8424,0
21370,1
23188,1
19409,1
10446,0
24172,1
19194,1
6412,0
17594,1
26235,1
16710,1
2567,0
12331,0
23683,1
2358,0
21201,1
4957,0
294,0
1535,0
23020,1
17332,1
3021,0
28793,1
9070,0
4873,0
3849,0
8350,0
13339,0
23363,1
24193,1
12975,0
17176,1
11568,0
2921,0
198,0
4739,0
8648,0
14517,0
1665,0
17844,1
25395,1
16551,1
5429,0
6402,0
23866,1
6125,0
12816,0
10286,0
25246,1
13861,0
23584,1
20558,1
1294,0
14940,1
7780,0
5313,0
14890,1
18605,1
14301,0
18245,1
25631,1
28038,1
10084,0
13234,0
15666,1
6818,0
13372,0
21577,1
13631,0
28736,1
22891,1
12206,0
15359,1
9412,0
27826,1
3882,0
7699,0
23029,1
12942,0
8189,0
25390,1
3433,0
12970,0
12909,0
23159,1
12283,0
10723,0
10946,0
20391,1
9722,0
9476,0
22657,1
3773,0
28323,1
3391,0
6433,0
6126,0
18419,1
1374,0
24194,1
4589,0
13775,0
4071,0
28290,1
17227,1
25789,1
3887,0
1418,0
978,0
23884,1
4152,0
16697,1
26047,1
6090,0
25496,1
3284,0
6578,0
27732,1
13295,0
3271,0
27619,1
24681,1
9526,0
8109,0
22062,1
23022,1
26784,1
7195,0
10927,0
22078,1
17971,1
27621,1
22685,1
9834,0
21294,1
4227,0
16981,1
25916,1
13078,0
26489,1
16916,1
28934,1
19632,1
19752,1
2858,0
12028,0
21506,1
2436,0
26109,1
1077,0
21116,1
23378,1
1035,0
26879,1
27113,1
2876,0
8410,0
5075,0
15482,1
5255,0
1328,0
16990,1
153,0
9568,0
22551,1
20741,1
23904,1
23315,1
5532,0
16042,1
3772,0
9702,0
8184,0
3025,0
349,0
12875,0
16712,1
7429,0
26588,1
415,0
13673,0
7933,0
26154,1
15824,1
15065,1
11479,0
12013,0
17865,1
10761,0
20408,1
16870,1
12840,0
14839,1
25563,1
29021,1
24788,1
21302,1
7980,0
28764,1
4377,0
13654,0
21526,1
18248,1
14497,0
6638,0
4578,0
9608,0
9187,0
23861,1
2318,0
5544,0
22716,1
16684,1
19664,1
12898,0
27785,1
17717,1
3652,0
11293,0
2731,0
16240,1
4817,0
18503,1
6376,0
11573,0
27730,1
3895,0
15355,1
24469,1
4334,0
4281,0
5016,0
4672,0
7847,0
15196,1
11035,0
17750,1
26629,1
15674,1
19173,1
15243,1
14682,1
17704,1
23936,1
25060,1
19113,1
21581,1
24436,1
11231,0
19473,1
9304,0
23424,1
10990,0
1096,0
23309,1
25717,1
3198,0
2472,0
16204,1
9682,0
18664,1
16858,1
11139,0
19957,1
182,0
2620,0
19721,1
18963,1
14399,0
16451,1
26799,1
17994,1
7293,0
15302,1
144,0
14352,0
5768,0
5962,0
28495,1
19163,1
28251,1
24479,1
15829,1
19734,1
23227,1
27442,1
152,0
11771,0
14508,0
26709,1
29069,1
20437,1
23164,1
17126,1
21909,1
27779,1
8267,0
3299,0
19521,1
1282,0
27276,1
2443,0
20578,1
28517,1
13833,0
26919,1
18218,1
29142,1
3544,0
15630,1
17767,1
14430,0
792,0
24803,1
2591,0
8636,0
8261,0
23217,1
4836,0
9517,0
10388,0
7523,0
9125,0
16374,1
27400,1
22825,1
1935,0
20576,1
2488,0
23545,1
13820,0
8367,0
2966,0
25914,1
17854,1
12654,0
4947,0
13991,0
18646,1
5664,0
16886,1
381,0
14022,0
11259,0
19667,1
5660,0
13113,0
5816,0
8124,0
18594,1
2750,0
1602,0
547,0
17698,1
8517,0
3855,0
451,0
11624,0
25440,1
18915,1
22546,1
6831,0
20344,1
5171,0
19201,1
2929,0
